tiempoEspera,tiempoServicio,tiempoLlegadas,tiempoRealAtencion
106.8,24.7,925,93.9283
97.4,22.6,714,70.738
112.4,25.1,965,95.5299
131.6,20.8,858,82.3656
126.5,19.9,854,81.3562
108.1,18.8,781,71.4401
103.6,18.3,745,75.8315
110.6,19.4,839,76.7811
92.9,20.4,801,81.2211
107.7,25.3,1187,108.419
114.3,27.8,539,91.1517
94.4,25.7,484,91.2654
97.7,23.3,461,73.5106
97.7,23.3,461,73.5106
102.7,21.2,617,97.299
106.3,24.3,949,85.2636
103.6,18,968,69.5634
121.4,24.6,674,108.726
142.9,23.9,1077,96.0857
125,31.7,1248,114.727
145.9,27.6,1103,102.4
119.4,28.8,1011,104.917
150.1,28.1,1358,130.587
114.4,28.3,1049,106.775
105,28.1,1116,101.273
99.4,28.6,694,113.313
104.9,24.9,883,97.5753
116.9,26.5,931,98.6227
135.3,25.3,1283,91.1319
105.1,23.4,621,101.758
117.7,26.5,1066,114.272
104.4,25.6,1027,100.717
106,24,985,103.175
105.4,24.1,907,113.489
99.7,24.5,990,114.149
114.1,24.8,1159,106.064
147.3,26.9,1402,110.565
109.1,25.5,1087,113.121
102.3,26.6,675,98.2736
111.9,25.2,899,85.6052
91.4,21.3,773,78.2228
82.5,23.8,506,102.419
76.1,23.6,480,102.137
78.8,25.1,486,108.208
70.9,22.2,501,91.9662
86.3,29.6,481,111.502
106,21.3,585,90.6105
107.5,24.8,773,82.7951
101.9,24.7,823,84.4604
113.5,22.2,1162,93.0255
102.4,25.3,647,101.682
99.1,24,851,90.0642
123.9,27.6,1317,109.474
75.8,20.8,555,89.5223
94.8,22.8,732,87.4057
98.5,25.6,940,101.821
105.2,24.4,856,82.5558
105,25.8,642,103.961
95.1,26.6,1081,93.8225
112.9,21.9,724,79.5347
91.7,22.2,547,91.7661
138.7,19.2,911,79.4319
143.3,21.1,880,82.2558
133.8,19.6,901,81.6441
119.9,19.2,823,74.0735
100,18,742,76.714
101.9,18.5,801,77.8943
120.4,17.6,818,71.5571
98.5,25.6,940,104.755
116.3,23.2,849,81.5653
118.5,23.6,1134,92.2016
85.4,19.2,584,89.2254
109.4,24.7,861,104.431
124.9,30.7,965,108.216
113.3,22.4,985,84.226
96.4,21.5,885,81.3463
97.2,24.9,675,98.6553
98,21.5,931,85.327
112.5,26.5,1077,95.7569
102.3,24.3,1005,106.982
104,24.9,868,92.7952
100.8,22.8,820,83.4565
116.4,32.1,1146,105.79
100.9,24.7,893,92.1225
124.2,24.2,1006,89.5295
94.4,25.2,879,87.9614
118.2,28.5,1115,104.433
114,25.2,1173,108.127
110.9,28.3,964,104.622
114.8,29.3,1117,117.197
110.8,27.3,1051,105.979
113.6,28.4,1071,109.71
117.6,28.2,1110,106.755
111.7,27.9,1113,109.613
121,29.8,1167,118.224
114.8,29.3,1117,114.273
110.8,27.3,1051,107.591
113.6,28.4,1071,104.221
131.5,28.2,1347,105.476
131.5,28.2,1347,122.834
131.5,28.2,1347,106.897
116.8,28.2,977,102.829
156.5,26.3,1216,114.506
131.8,28.6,1402,131.199
138.7,19.2,911,74.6254
143.3,21.1,880,80.7747
133.8,19.6,901,75.2942
122,32,1184,104.616
119.2,29.9,1148,96.978
110.2,29.8,1126,107.283
113.6,30.1,1142,97.7038
114.2,32,1173,95.7175
95.5,23.8,542,112.066
89.8,23.3,504,104.432
94.8,21.9,464,90.41
85.8,22.1,509,88.0503
70.1,22,493,99.4882
86.3,29.6,481,94.6968
95.5,23.8,542,108.883
89.8,23.3,504,102.385
94.8,21.9,464,97.568
86.9,24.2,562,102.771
86.9,24.2,562,96.3886
86.9,24.2,562,107.204
101.5,23.3,841,105.12
96.6,28.5,698,103.283
112.8,26.6,1132,98.9599
104.3,24,794,90.529
111.3,26.8,1121,117.239
133.9,22.4,1024,93.1078
102.9,23.5,746,75.2802
109.8,22.1,894,89.1083
99.9,20.3,851,87.1644
116.1,20.3,941,79.7138
103.2,20.2,891,72.271
96,22.1,616,97.4894
132,25.7,1008,94.3142
113.5,25.3,937,114.366
97.8,24.2,920,99.8825
105.9,24.6,941,107.643
112,24.8,985,104.51
126.9,24.8,1159,111.866
116.2,25.5,1087,123.091
97.3,21.7,897,88.5461
109.4,24.7,861,84.0866
124.9,30.7,965,106.216
113.3,22.4,985,97.9628
96.4,21.5,885,85.4751
77.8,21.1,556,110.866
113.3,22.4,985,94.948
96.4,21.5,885,79.9716
94.3,19.6,776,84.2124
108.9,23.9,927,89.3867
106,24.9,1041,107.135
112.2,26.8,625,99.9707
93.7,23.9,741,84.5901
76.6,20.4,570,93.0346
94.1,22.3,713,83.2942
105.3,25.6,1001,103.633
107.5,23.4,871,86.8831
89.2,25.3,638,98.4653
86,21.4,666,80.7202
96,28,775,91.6854
98,21.5,931,79.0849
97.3,21.7,897,85.6253
109.4,24.7,861,96.9705
124.9,30.7,965,111.149
113.3,22.4,985,94.0964
96.4,21.5,885,84.1422
98,21.5,931,83.821
97.3,21.7,897,92.093
109.4,24.7,861,106.194
124.9,30.7,965,115.979
85.8,18.4,754,80.8858
104.8,26.2,1068,90.7623
107.8,20.8,1022,71.8232
93.9,22.9,644,93.3891
88,21,727,83.7111
108.4,25.6,1026,114.027
60.5,21.1,672,69.8353
91.8,20,654,68.9564
104.1,24,893,88.4418
92.1,26.1,1083,88.2457
106.4,25,637,91.9147
113.2,25,1195,114.052
123.8,27.5,1286,108.95
95.5,23.3,796,83.6199
115.9,19,790,78.9754
96.4,22.3,1043,80.9902
108.3,23.4,1152,83.3905
130.2,25.7,1325,94.6956
119.9,19.2,823,70.9816
100,18,742,69.4094
122.5,18.1,894,70.7706
122.5,18.1,894,69.7775
123.1,22,988,87.5792
142.9,23.9,1077,93.6279
119.1,23.6,1208,89.7149
102.4,25.5,684,98.1769
107.2,24.6,1029,97.9572
133.9,22.4,1024,86.7434
109.8,22.1,894,89.2445
99.9,20.3,851,85.3395
134.7,21.2,1089,75.6143
134.7,21.2,1089,85.8077
134.7,21.2,1089,95.4016
88.4,21.4,743,92.7128
90.3,22,708,87.9186
78,18.7,569,81.7015
103.3,19.4,786,71.4888
122.5,18.1,894,75.0267
94.1,15.8,663,68.8493
133.8,19.6,901,78.7943
91,23.3,486,80.2974
100,24,483,94.6861
100.4,23.7,815,90.3894
105.9,23.7,907,90.564
75.7,22.7,672,63.0446
111.8,32.2,1279,106.952
122,32,1184,107.228
124.2,24.2,1006,96.8594
114,25.2,1173,103.714
122.3,26.7,864,106.461
133.9,22.4,1024,98.9991
86.4,19.4,778,76.987
118.2,28.5,1115,100.308
92.7,23.5,594,90.4086
100.9,24.7,893,91.8711
119.2,29.9,1148,109.866
110.2,29.8,1126,102.077
110.2,29.8,1126,102.077
123.6,31.5,1463,97.7135
123.6,31.5,1463,97.7135
75.7,22.7,672,69.2993
123.6,31.5,1463,106.148
123.6,31.5,1463,107.167
123.6,31.5,1463,107.167
102.5,30.9,1052,116.513
122,32,1184,110.549
119.2,29.9,1148,95.5104
110.2,29.8,1126,94.6572
110.2,29.8,1126,94.6572
113.6,30.1,1142,94.0526
114.2,32,1173,101.871
111.8,32.2,1279,111.297
111.8,32.2,1279,111.297
122,32,1184,109.891
119.2,29.9,1148,106.999
110.2,29.8,1126,98.3901
113.6,30.1,1142,101.662
114.2,32,1173,106.394
111.8,32.2,1279,105.859
110.1,24.3,876,130.792
114.8,29.3,1117,108.244
110.8,27.3,1051,113.527
113.6,28.4,1071,90.0493
117.6,28.2,1110,101.039
111.7,27.9,1113,96.3512
121,29.8,1167,117.065
114.8,29.3,1117,108.18
110.8,27.3,1051,110.879
113.6,28.4,1071,105.736
117.6,28.2,1110,109.22
111.7,27.9,1113,108.244
121,29.8,1167,116.244
113.1,32.5,1053,111.256
110.9,28.3,964,108.55
131.8,28.6,1402,116.503
105.3,24.1,888,93.2104
156.5,26.3,1216,100.54
88.9,25.2,808,81.3865
126.6,27.6,822,100.599
111.3,26.8,1121,108.584
132,25.7,1008,98.9674
96.6,28.5,698,105.709
96.7,20.8,834,83.2736
112.8,26.6,1132,100.303
108.2,32.4,498,83.8966
86.9,25.3,488,78.3263
91.4,24.4,464,85.8095
122.8,22.7,602,86.3198
122.8,22.7,602,88.7056
76,23.5,344,105.774
122.8,22.7,602,88.5434
130.2,25.3,1281,88.7491
57.9,21.4,677,72.8195
76.6,20.4,570,84.1533
108.9,23.9,927,88.0414
112.2,26.8,625,101.561
94.1,22.3,713,82.7196
106,24.9,1041,100.29
98.3,23.2,828,75.378
113,26.5,1060,97.0008
93.7,23.9,741,88.1752
113.5,25.3,937,108.146
97.8,24.2,920,102.513
113.2,24.6,1014,106.499
113.2,24.6,1014,103.796
113.2,24.6,1014,104.032
104.1,23.4,969,112.434
116.2,25.5,1087,110.936
113.5,25.3,937,107.215
53.2,21.4,646,73.1127
80.5,21.4,725,83.2955
105.3,25.6,1001,104.57
89.2,25.3,638,95.0058
96.1,21.4,809,74.0521
104.8,26.2,1068,98.4868
83.4,18.4,521,89.6972
101.1,25.2,752,81.5532
86,21.4,666,84.0773
109.2,25.4,749,96.5212
101.1,23.2,734,70.8735
121.7,25.3,1045,85.6671
96,19.7,631,80.9715
114.2,25.2,1229,97.4185
87.2,19,866,74.409
130.1,26.2,1283,93.4396
113.9,24.4,934,91.5783
112.7,22.8,1272,80.7841
112.7,22.8,1272,75.2888
98,22,964,80.6342
109.8,22.1,894,85.8676
68.7,22.3,768,71.7289
125.2,33.9,1300,113.103
121.7,25.3,1045,94.361
109.2,25.4,749,108.06
109,25.2,1229,111.775
101.1,23.2,734,81.977
110.4,26.2,1283,99.4604
87.2,19,866,76.4011
96,19.7,631,93.5564
99.9,20.3,851,92.8474
116.1,20.3,941,88.7654
109.2,25.4,749,105.884
101.1,23.2,734,96.2142
87.2,19,866,73.5016
113.9,28.7,859,94.7622
68.7,22.3,768,76.9327
109,25.2,1229,108.595
119.9,19.2,823,81.4137
100,18,742,75.5552
101.9,18.5,801,71.9081
120.4,17.6,818,72.7438
138.7,19.2,911,70.7228
143.3,21.1,880,77.3146
133.8,19.6,901,78.5328
121.7,25.3,1045,94.4084
95.6,20.3,1075,90.8285
86.9,27.5,651,112.063
102.7,22,771,100.798
96.6,23.8,718,111.985
100.6,22.6,949,112.07
96,22.1,616,101.673
112.1,28.3,832,102.793
96.6,28.5,698,111.401
101.5,23.3,841,100.594
96.7,20.8,834,84.4137
100.2,26.6,1132,107.827
111.3,26.8,1121,111.727
132,25.7,1008,101.353
130.2,25.3,1281,96.9601
96.8,22.7,896,93.1983
108.9,23.9,927,91.2
94.3,19.6,776,78.9566
112.2,26.8,625,98.0899
94.1,22.3,713,91.1308
96.7,26.5,1060,96.3402
106,24.9,1041,119.439
98.3,23.2,828,75.7925
104.8,24,903,112.992
157.8,26.8,1417,116.518
129.9,27.7,1167,98.0528
97.8,24.2,920,98.0312
105.9,24.6,941,106.697
112,24.8,985,110.035
126.9,24.8,1159,103.237
116.2,25.5,1087,104.045
76.6,20.4,570,102.626
93.7,23.9,741,89.8351
107.5,23.4,871,81.359
86,21.4,666,79.2419
85.8,18.4,754,81.5561
83.4,18.4,521,85.7168
103.2,20.2,891,76.3725
123.1,22,988,88.1742
96.3,19,790,72.3304
106.4,25,637,105.29
91,23.3,486,75
100,24,483,86.9057
91.8,20,654,74.2758
108.2,32.4,498,97.4624
128.6,28.3,559,99.8403
86.9,25.3,488,83.332
91.4,24.4,464,71.2441
88.6,24.5,493,81.7287
91,23.3,486,74.4981
100,24,483,92.1377
128.6,28.3,559,98.4858
108.4,25.6,1026,103.093
92.1,26.1,1083,86.3919
104.1,24,893,86.6023
119.9,19.2,823,77.7022
100,18,742,74.5727
101.9,18.5,801,74.017
120.4,17.6,818,73.3176
138.7,19.2,911,71.0962
143.3,21.1,880,79.1811
137.8,19.1,922,82.8946
96.4,22.3,1043,77.0135
95.5,23.3,796,84.7697
128.4,17.7,1505,51.4884
107.2,24.6,1029,101.948
78,18.7,569,90.8528
100.4,23.7,815,79.1609
102.4,25.5,684,103.448
95.7,27.5,749,93.7549
90.3,22,708,85.2922
124.2,24.2,1006,86.8121
122.3,26.7,864,115.423
114,25.2,1173,97.5646
124.2,24.2,1006,88.2994
100.9,24.7,893,92.7094
118.2,28.5,1115,100.896
142.9,23.9,1077,99.7938
133.9,22.4,1024,86.9895
109.8,22.1,894,80.4229
92.7,23.5,594,89.2132
99.9,20.3,851,78.2515
86.4,19.4,778,73.3976
125.8,26.6,1344,104.621
154.8,27.2,1301,116.29
148.4,26.2,1269,102.405
146.4,25.8,1257,98.2319
145.3,25,1264,106.064
113.1,32.5,1053,128.911
116.8,28.2,977,92.225
110.9,28.3,964,116.874
113.5,25.3,937,107.004
97.8,24.2,920,97.1471
105.9,24.6,941,105.233
149.4,31.6,1297,106.816
112,24.8,985,107.478
126.9,24.8,1159,104.65
124.5,25.8,1153,115.428
156.5,26.3,1216,109.763
131.8,28.6,1402,123.707
130.2,25.3,1281,92.411
96.6,28.5,698,138.431
111.3,26.8,1121,112.196
123.2,20.8,834,83.9677
101.5,23.3,841,98.6281
96.8,22.7,896,78.9452
104.3,24,794,84.8936
112.8,26.6,1132,98.0849
132,25.7,1008,92.96
112.1,28.3,832,103.415
123.8,23.6,1219,95.1516
108.8,26.7,655,104.597
105.4,25.8,1049,106.746
105.5,22.7,761,85.3392
109.1,26.7,1088,87.7741
84.9,20.9,596,88.0507
106.1,23.7,896,93.1964
94.3,23.7,784,88.5784
99.5,20,799,82.4213
97.7,23.8,985,86.6183
96.5,25.8,663,126.742
109.6,25.9,1010,98.5495
96.2,18.8,783,81.5394
102.3,26.5,1092,90.4655
106,23,837,85.5723
71,22.8,508,108.206
87.6,26.4,517,111.967
96.4,24.5,570,108.675
83.5,23.3,543,108.734
76.8,20.7,522,110.36
79,20.8,500,103.823
84.1,25.1,528,118.183
107.3,28.2,597,127.97
96.4,24.5,570,109.908
83.5,23.3,543,100.053
119.4,20.7,953,79.8056
105.5,20.4,905,85.4034
133.7,22.8,1030,93.4571
148.7,23.5,1087,98.8243
129.6,21.2,1044,95.1444
96.6,25.6,1032,97.5811
110.6,26.5,830,95.9822
95.2,23.5,857,82.2375
94.6,19.3,822,73.3799
109.5,25.5,1102,93.8596
89.1,19.8,698,74.6808
86.4,23.2,829,81.0139
76.3,20.5,574,82.5391
96.8,20.7,840,72.9042
95.4,27.2,786,96.1194
102.8,26.7,701,128.038
98.7,25.4,1043,104.079
97.9,19.5,819,75.3645
97.7,23.4,888,92.3148
97.7,20.1,916,87.7932
139.1,19,890,80.7107
111.2,17.5,768,76.482
107.1,17.7,785,67.7978
108.6,18.4,815,69.7121
136.1,18.9,960,75.9482
141.4,19.9,894,81.29
137.8,19.1,922,80.0262
115.2,30,847,111.056
101.5,24.5,963,78.2851
110,24.9,979,96.9196
95,19.3,851,81.8801
113.2,25.3,1218,107.888
114.3,23.7,995,93.6261
110.8,32.2,1070,118.304
145.5,26.2,1160,108.535
146.2,34.5,895,129.472
138,29.7,1394,124
108.5,27.9,974,106.168
82.7,23.1,1057,94.8143
103.7,25.2,953,100.138
72.3,22.1,938,92.1315
117.2,27.9,1026,93.4759
107,19.3,912,91.7376
112.7,20.3,912,87.1523
100.1,28.7,730,113.002
115.8,29,893,101.042
113.5,24.1,524,82.8211
92.7,22.6,512,89.6963
96.1,23,469,81.6239
84.3,23.5,478,75.7084
88.7,25.7,490,70.1877
113.2,22.8,528,79.786
121.3,27.5,551,90.0069
93.2,20.7,879,88.064
108.2,27.2,1182,111.338
111.5,24,872,102.994
137.9,26.1,1053,101.185
97,23,941,82.5797
95.1,22.8,813,82.7505
105.3,23.8,1034,111.421
105.8,24.4,954,101.18
104.8,24,903,106.143
108.1,24.8,969,100.848
128.6,24.6,1199,108.298
124.5,25.8,1153,115.189
110.9,24,914,98.0962
104.5,25.9,1096,100.611
105,25.1,675,106.826
110.7,27.9,838,101.657
101.2,20,860,79.1123
115.4,25.3,1125,95.3351
101.6,21.4,734,95.5462
109.5,21.3,884,70.1526
112.3,27.5,1235,105.023
114.3,26.9,1150,90.0095
116.8,27.5,1133,93.2669
115.2,29.8,1189,99.2252
106.7,26.3,1002,98.7112
99.2,25.4,630,104.075
90,26.6,804,106.417
107.2,23.4,913,92.1531
152.8,26,1273,105.54
156.5,25.5,1316,100.312
144.3,25.6,1477,108.207
158.6,25.9,1375,111.815
152.8,26,1273,98.9892
152.8,26,1273,98.9892
152.8,26,1273,98.9892
103.5,23.1,771,76.515
93,26.9,523,131.525
75.4,23.2,485,114.507
75.4,23.2,485,102.946
76.8,20.7,522,100.339
79,20.8,500,95.4182
84.1,25.1,528,101.682
92.3,21.5,660,86.0942
97.9,26.3,791,91.9636
94.7,25.2,641,110
88.4,19.9,646,74.198
87.8,18.8,795,78.817
99.5,24.7,1011,102.319
116.9,25.9,1089,93.3601
98.2,22.4,778,80.5193
105.3,22.4,897,82.7281
107.6,21.8,1065,80.3409
119.1,29.5,1328,100.015
131.4,35.2,1553,119.667
118.3,28.6,1317,102.018
113.9,27.4,1245,100.632
116.8,27.5,1133,93.2428
139.5,18.2,1567,56.8998
93.4,17.5,897,82.547
93.4,17.5,897,86.0142
123.4,21.5,1025,89.6379
147.2,29.3,1048,104.892
106.7,27.8,789,90.5791
108.7,24.7,1058,102.59
90.6,20.8,709,80.808
92.3,20.1,795,68.7081
131.9,21.3,1049,85.0895
114.3,19.4,922,87.7413
115.8,27,1158,95.8908
115.8,27,1158,95.8908
115.2,29.8,1189,98.4038
119.1,29.5,1328,103.211
119.1,29.5,1328,103.211
131.4,35.2,1553,123.487
118.3,28.6,1317,108.482
113.9,27.4,1245,102.237
115.8,27,1158,92.1749
116.8,27.5,1133,90.8199
115.2,29.8,1189,105.995
119.1,29.5,1328,107.624
131.4,35.2,1553,124.184
118.3,28.6,1317,100.053
113.9,27.4,1245,99.5304
109.5,23.5,938,91.5214
96.1,24.1,794,80.6397
106.2,29.4,800,101.138
94.2,20.8,835,79.2652
134.4,19.3,904,76.187
115.6,17.9,781,71.0654
108.6,17.5,797,73.7049
108.6,18.4,815,72.2103
136.1,18.9,960,77.9092
141.4,19.9,894,81.9812
140.3,19.1,932,80.092
122.4,26.9,835,117.846
100.7,23.2,903,92.4423
110.4,26.2,1239,100.004
125.6,23.8,1065,89.5274
120.3,26.7,1194,96.3051
115.8,27,1158,93.7582
112.8,26.9,1162,88.3489
118.5,29,1209,104.81
119.1,29.5,1328,102.509
138.8,35.2,1553,118.707
113.5,27.5,1041,80.318
111.1,23.1,933,91.7455
124.3,31,1056,130.781
156.7,26.3,1214,102.455
112.9,21.1,915,81.0903
107.5,19.6,916,84.6145
99.3,23.5,891,93.9177
100.8,23.1,895,104.063
100,20.9,895,79.5496
100.8,23.1,895,87.4497
118.9,28.6,906,105.854
127.2,26.3,1034,98.9137
120.2,26.5,1204,94.9033
78.5,22.9,1055,89.6364
104.7,22.1,937,80.8741
93.8,21.3,911,76.0146
113.6,29.3,1196,116.362
113.9,27.5,1124,105.719
108.9,26.7,1102,104.084
117.7,27,1101,96.1091
99.3,23.5,891,83.7065
104.6,24.1,909,86.0528
98.8,25.7,687,117.171
95.6,21.4,946,77.9379
114.3,23.6,925,92.6349
111.4,21.7,755,84.7917
133.4,29.5,971,110.943
108.7,22.9,1055,91.5042
104.7,22.1,937,79.3742
93.8,21.3,911,85.8515
95.6,21.4,946,80.8093
114.3,23.6,925,90.3836
133.4,29.5,971,106.08
108.7,22.9,1055,83.4163
104.7,22.1,937,75.7658
93.8,21.3,911,75.4528
104,20.2,868,79.0556
101.2,24.4,968,101.089
101.1,24.4,921,103.923
116.2,24.3,1053,108.923
108.8,24.7,983,104.808
128.2,24.8,1210,113.851
130.6,26.1,1164,121.842
116.2,24.3,1053,111.95
95.6,21.4,946,87.4336
114.3,23.6,925,92.6656
133.4,29.5,971,101.857
127.7,21.8,1228,82.5882
97.4,22.6,827,78.3835
113.9,28.1,848,97.0392
123.5,23.9,1236,89.8037
95.3,26.8,816,98.2716
104.7,18.8,808,77.0703
101.4,25.6,646,112.533
87.3,20,686,83.3624
127.7,21.8,1228,81.8569
127.7,21.8,1228,80.6677
92.7,22.2,830,80.7023
105.7,22.7,876,89.9639
99.7,25.9,822,97.5345
116.3,28.8,893,111.241
105,23.5,898,82.3311
96.4,22.7,785,88.2627
100.9,26.1,802,100.437
96.9,25.8,657,125.328
102.5,22.4,885,84.8626
90.3,20.7,667,75.6832
95.9,22.3,787,81.4723
98.3,18.3,906,83.0109
127.8,21.6,1028,95.759
148.9,23.2,1059,96.3179
116.6,22.6,1171,87.5748
97.6,25.2,706,121.466
105.3,25.1,1057,100.817
120.9,27.6,1299,112.956
89.6,19.9,803,72.2763
95,21.3,730,83.0532
106,27.3,800,90.9229
98.9,21.9,653,83.3743
116.9,23.5,1043,99.1967
101.3,27.6,851,119.56
111,26.2,1238,102.835
121.2,26.6,1201,94.6162
127,20.9,842,81.0343
96.4,23.2,914,87.343
133.3,19.2,910,73.5515
111.3,17.8,789,70.4076
109.4,17.8,805,75.8126
118.9,18,843,73.4081
137,19.2,961,72.9416
146.3,19.9,904,79.6032
141.9,19.3,942,82.247
144.7,29.7,1468,121.686
112.1,23,950,95.0009
108.3,28,1009,109.086
122.6,31.4,1065,126.084
148.1,30.9,1353,115.555
115.4,27.4,1051,96.7224
154,26.2,1203,106.435
110,27.3,1189,116.84
118.4,28.5,906,108.061
106,29.9,757,130.969
97.7,21,900,86.6025
99.1,23.5,892,82.7292
136.1,26.1,1020,99.4503
68.3,23.4,604,105.471
105.1,25.8,1101,110.385
99,25.9,702,119.708
107.4,21.8,762,86.0524
98,22.7,829,85.6939
97.6,24.2,893,94.4831
96.9,20.2,873,81.4029
120.5,25.6,1141,94.0369
100.9,24.8,975,102.495
109.9,24.8,994,111.601
126.2,25,1224,108.615
136.4,26.2,1177,119.384
71.4,21.3,585,91.5687
112.7,24.6,1063,107.478
103.1,23.1,882,81.0789
96.3,26.7,818,105.298
84.2,26.1,657,110.643
99.6,18.6,808,74.4866
82.3,20.9,540,85.4338
112,20.2,919,89.0842
100.5,18.5,906,78.1246
125.2,21.6,1035,94.2739
98.4,26.4,813,97.2016
98.2,25.1,1013,107.196
97.5,18.8,819,78.6601
100,22.6,871,92.3544
84,20.8,678,81.8166
85.9,26.5,666,105.279
114.1,25.5,1097,84.5433
75.2,22.1,545,86.8966
76.5,21.6,511,93.246
90.6,24.9,545,92.5913
75.2,22.3,533,88.0903
117.2,29.9,608,122.821
104.6,21.7,1076,80.8073
92.3,27.8,751,95.4398
127.5,27.8,1318,115.492
93.5,19.5,815,80.2374
88.7,26,711,119.411
105,25,1056,105.841
96,23.3,808,80.8425
64.7,20.6,585,89.4046
103.7,20.2,838,77.4768
99.5,21.9,738,73.4009
109.1,27,813,94.9111
157.7,23.8,1072,101.067
132.3,21.7,1052,85.172
90.3,27.8,866,115.353
110.3,26.4,1245,98.1301
108.7,22.4,933,90.2749
111.2,28.7,830,103.051
124.2,26.6,1207,101.729
96.3,20.7,849,80.4374
114.6,20.2,931,87.637
133.9,19.5,923,80.4454
103.1,17.9,796,71.4286
108.8,17.8,809,69.983
118.9,18,843,77.5675
72.7,21.5,650,99.3099
115.1,23.5,1036,95.5648
119,22.8,730,87.9734
100,31.4,1079,128.509
116,23.1,958,94.6573
149.4,26.2,1187,103.262
114.8,28.4,1026,113.592
147.7,30.9,1367,110.82
119.7,26.2,844,94.3025
117.2,27.5,1066,97.3163
143.7,19.2,972,79.2914
149.8,20.1,910,76.6715
133,18.1,954,80.6844
79.8,22.9,759,100.804
108.6,26.7,911,88.7214
98.8,21.4,960,88.3002
92.7,22.2,830,91.7022
105.7,22.7,876,87.3625
99.7,25.9,822,91.4209
116.3,28.8,893,110.037
108.6,26.7,911,94.5594
98.8,21.4,960,90.8773
92.7,22.2,830,89.1635
105.7,22.7,876,85.1899
99.7,25.9,822,93.7181
116.3,28.8,893,110.359
108.6,26.7,911,107.152
98.8,21.4,960,82.6285
92.7,22.2,830,81.5051
105.7,22.7,876,85.0295
99.7,25.9,822,97.5149
116.3,28.8,893,110.719
108.6,26.7,911,92.7151
123.5,29.6,1192,107.772
111.6,27.6,1132,100.696
123.5,29.6,1192,131.915
108.9,26.9,1099,102.116
118.6,27,1104,102.38
119.4,27.3,1148,104.364
98.8,21.4,960,80.1083
92.7,22.2,830,88.2299
93.1,30.2,769,117.079
101.5,21.2,907,80.7178
106.9,23.9,921,90.2662
94.9,25.3,640,93.6675
103.5,23.4,904,85.3926
120,28.4,917,107.249
125.2,25.8,1011,93.4949
111.2,27.7,1190,110.719
74.1,23.7,609,102.556
107.6,25.8,1105,106.131
96,20.4,879,81.5016
93,26.6,713,108.015
89.2,25,620,85.1712
114.7,20.7,922,79.2656
110.4,20.1,924,80.0712
100.8,18.4,906,77.1673
123.8,21.8,1027,88.5109
101.9,25.1,988,106.805
106,24.5,938,113.137
107.5,25.3,999,104.624
128.7,25.2,1235,106.238
111.2,24,1088,118.478
111.2,24,1088,118.999
104.4,24.2,885,83.9564
116.5,24.3,1236,87.4926
99.7,22,779,76.9213
93.9,26.5,670,100.813
98.3,26.6,1008,95.6024
105.2,21.4,812,77.2042
103.7,23,871,80.752
100,26.6,826,97.5177
81.5,23.7,507,87.27
77.7,22.7,538,81.9065
92.2,24.8,547,100.226
119.2,29.9,610,112.84
91.8,21.8,650,99.1095
91.8,21.8,650,88.8761
91.8,21.8,650,98.558
81.5,22.9,511,96.1754
101.6,26.2,822,98.8516
83.3,26.7,673,97.8951
62.9,22.4,549,84.1242
152.1,23.7,1074,94.0347
128.4,18.6,1059,85.9608
128.4,18.6,1059,77.0116
101.5,18.7,826,75.0616
99.3,25.2,1014,104.193
90.3,21.2,689,76.7796
100.9,22.4,858,90.5901
102.3,21.6,1081,83.2329
93.8,22.7,571,83.7537
119.3,22.5,1168,80.4366
109.7,25.5,1112,92.4541
98.5,21.7,750,80.1034
97.9,19.8,823,75.2471
77.1,26.5,715,108.293
91.9,21.4,717,82.2581
108.8,26.9,815,96.7626
98.7,23.1,815,78.9024
113.3,23.8,1019,87.0301
105.1,28,873,113.971
96.6,22.7,688,93.7451
113.3,23.8,1019,88.5496
79.4,22.1,653,78.9335
108.7,26.5,1242,106.616
113.2,23.2,943,97.8514
126.4,20.6,853,76.4187
133,18.1,954,73.9002
133,18.1,954,67.7073
125.6,19.8,806,69.6815
124.8,19.3,886,63.156
148.5,20.7,928,86.7635
137.7,23.4,883,81.1023
154.2,21.9,935,78.9437
120.9,31.5,1086,124.752
150,26.1,1184,98.8979
85.7,23.2,767,108.188
134.5,25.1,1395,94.6416
117.6,27.9,1079,93.9934
125.8,26.8,1337,88.3913
144.9,29.5,1446,94.0162
139.5,19,987,87.183
118.4,27.7,962,102.807
110.4,26.6,870,114.055
115.4,25.8,1294,106.69
68.4,21.2,707,91.884
110.3,21.9,1036,93.1838
89.5,26,637,97.8215
110.4,26.6,870,99.3064
95.9,19,987,83.3049
115.4,25.8,1294,108.428
68.4,21.2,707,84.4202
105.9,21.9,1082,74.3803
134.5,25.1,1395,86.6746
110.3,21.9,1036,89.5169
104.7,24,1088,105.58
98.4,25.3,856,101.963
103.2,28.5,882,108.336
108.7,25.6,1139,109.736
130.2,26.9,1418,125.514
110.7,26.2,1113,118.265
104.5,25.2,995,109.9
98.1,19.7,990,74.8199
112.8,26.7,873,95.6346
108.8,22.3,1028,78.5535
115.7,26,1292,106.153
75.3,21.2,703,86.5403
105.1,23.4,876,84.624
117.4,27.4,968,99.6769
129.2,19.6,1073,80.9092
115.2,21.4,893,71.5106
115.4,19.8,944,71.8094
143.1,24.1,1060,91.0788
110.8,29.1,837,97.4708
98.9,21.1,868,84.0835
97.3,24.2,672,108.021
